"","admin_name","ipum1991","upaz1991","parent","area91","A","admin_name.1","ipum2001","upaz2001","parent.1","area01","B","A_intersect_B","A_intersect_B_perimeter","A_union_B","metric_1","metric_2","metric_3","metric_4","metric_5","pair","ipum2011","upaz2011","area11"
"16.3...145","babuganj","010006003","100603","010006",167969628.517071,167969628.517071,"muladi","010006069","100669","010006",235339810.452698,235339810.452698,3.88773601244917e-05,307409093.870685,403309438.96973,3.88773601244917e-05,9.63958597740866e-14,2.31454700874929e-13,1.65196700251043e-13,1.26467827073606e-13,"91_01",NA,NA,NA
"19.4...146","barisal sadar (kotwali)","010006051","100651","010006",253991691.89015,253991691.89015,"muladi","010006069","100669","010006",235339810.452698,235339810.452698,0,0,489331502.342848,0,0,0,0,NA,"91_01",NA,NA,NA
"21.2...147","hizla","010006036","100636","010006",373468204.305848,373468204.305848,"muladi","010006069","100669","010006",235339810.452698,235339810.452698,7.79853940178412e-05,320035345.128804,608808014.758468,7.79853940178412e-05,1.28095215777966e-13,3.31373573675568e-13,2.08814011791954e-13,2.4367744127279e-13,"91_01",NA,NA,NA
"22.4...148","mehendiganj","010006062","100662","010006",510713861.580093,510713861.580093,"muladi","010006069","100669","010006",235339810.452698,235339810.452698,0.000112252837395973,547052449.473968,746053672.032679,0.000112252837395973,1.50462147167149e-13,4.76981931701415e-13,2.19795948065076e-13,2.05195749518921e-13,"91_01",NA,NA,NA
"23.4...149","muladi","010006069","100669","010006",235339810.452698,235339810.452698,"muladi","010006069","100669","010006",235339810.452698,235339810.452698,235339810.452702,13431984497.0132,235339810.452694,235339810.452702,1.00000000000004,1.00000000000002,1.00000000000002,0.0175208518521618,"91_01",NA,NA,NA
"231.2...150","kalkini","030054040","305440","030054",295756477.961951,295756477.961951,"muladi","010006069","100669","010006",235339810.452698,235339810.452698,3.29780340965253e-05,149303073.997748,531096288.414616,3.29780340965253e-05,6.20942657968268e-14,1.40129432555797e-13,1.11504012773536e-13,2.20879806513714e-13,"91_01",NA,NA,NA
"384.1...151","gosairhat","030086036","308636","030086",302012185.345119,302012185.345119,"muladi","010006069","100669","010006",235339810.452698,235339810.452698,0,0,537351995.797817,0,0,0,0,NA,"91_01",NA,NA,NA
"15.2...152","agailjhara","010006002","100602","010006",155107163.92889,155107163.92889,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,0,0,404018807.203779,0,0,0,0,NA,"91_01",NA,NA,NA
"16.4...153","babuganj","010006003","100603","010006",167969628.517071,167969628.517071,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,0,0,416881271.79196,0,0,0,0,NA,"91_01",NA,NA,NA
"18.1...154","banari para","010006010","100610","010006",128405940.073897,128405940.073897,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,0,0,377317583.348786,0,0,0,0,NA,"91_01",NA,NA,NA
"20.3...155","gaurnadi","010006032","100632","010006",152101216.691365,152101216.691365,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,0,0,401012859.966254,0,0,0,0,NA,"91_01",NA,NA,NA
"24.4...156","wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,248911643.274891,11288485616.704,248911643.274886,248911643.274891,1.00000000000002,1.00000000000001,1.00000000000001,0.0220500474312133,"91_01",NA,NA,NA
"139.1...157","kotalipara","030035051","303551","030035",362822824.932486,362822824.932486,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,0,0,611734468.207375,0,0,0,0,NA,"91_01",NA,NA,NA
"170.3...158","jhalokati sadar","010042040","104240","010042",191507051.548798,191507051.548798,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,4.45494696903561e-05,215714370.412593,440418694.823643,4.45494696903561e-05,1.0115254010322e-13,2.32625740567074e-13,1.78977042231638e-13,2.06520639330366e-13,"91_01",NA,NA,NA
"358.3...159","nazirpur","010079076","107976","010079",219746841.517485,219746841.517485,"wazirpur","010006094","100694","010006",248911643.274889,248911643.274889,0,0,468658484.792374,0,0,0,0,NA,"91_01",NA,NA,NA
"22.5...160","mehendiganj","010006062","100662","010006",510713861.580093,510713861.580093,"bhola sadar","010009018","100918","010009",302406998.735139,302406998.735139,0.00814275214020199,339299335.124702,813120860.30709,0.00814275214020199,1.0014196582199e-11,2.69264672254949e-11,1.59438635853924e-11,2.39987270744557e-11,"91_01",NA,NA,NA
"25.1...161","bhola sadar","010009018","100918","010009",302406998.735139,302406998.735139,"bhola sadar","010009018","100918","010009",302406998.735139,302406998.735139,302406998.735138,9100884668.29979,302406998.73514,302406998.735138,0.999999999999992,0.999999999999996,0.999999999999996,0.033228307989495,"91_01",NA,NA,NA
"26...162","burhanuddin","010009021","100921","010009",254530189.198112,254530189.198112,"bhola sadar","010009018","100918","010009",302406998.735139,302406998.735139,3.72529029846191e-09,5678.23917667681,556937187.933251,3.72529029846191e-09,6.68888768639453e-18,1.46359467621437e-17,1.23187965690063e-17,6.56064350681709e-13,"91_01",NA,NA,NA
