"name","bgmea_num","capacity","product_type","machine","fac_type","upazila","Latitude","Longitude","fac_ad","date_est","machine_pred","predicted_date","exist91","exist01"
"rupa fashions pvt ltd",2309,"50000",NA,293,"1","Rampura",23.759108,90.421705,"380/10/1, East Rampura,Rampura,Dhaka",1996,0,0,0,1
"rupa sweater pvt ltd",958,"120000",NA,676,"1","Rampura",23.759108,90.421705,"380/1-2 East Rampura,Rampura,Dhaka",1992,0,0,0,1
"rupali garments",702,"25000",NA,110,"0","Double Mooring",22.3244537,91.8117232,"75, Agrabadh Ba/A Chittagong,Double Mooring,Chittagong",1988,0,0,1,1
"rupashi fashions ltd",2483,"10000",NA,109,"0","Jatrabari",23.7052838,90.453355,"926, Gobindapur,Matuail,Demra,Dhaka",1997,0,0,0,1
"rupashi garments ltd",506,"40000",NA,79,"0","Gazipur Sadar",23.9999405,90.4202724,"Fortuna Bhaban,,Kunia,K.B. Bazar,Gazipur",1985,0,0,1,1
"rupashi knit wears ltd",2359,"210000",NA,70,"1","Narayanganj Sadar",23.6733052,90.4738293,"Lamapara, Kutubpur,Fatullah,Narayanganj",1996,0,0,0,1
"ruskin apparels ltd",1708,"70000",NA,120,"0","Khilgaon",23.7566389,90.4643906,"203/C, Khilgaon,Khilgaon,Dhaka",1994,0,0,0,1
"russel garments",421,"60000",NA,150,"0","Narayanganj Sadar",23.6157975,90.5043908,"56/1, S.M. Melah Road,Tanbazar,Narayanganj",1985,0,0,1,1
"s nahar garments and textile mills ltd",706,"80000",NA,200,"0","Tejgaon",23.7506425,90.3927063,"34, Kazi Nazrul Islam Avenue,Kawran Bazar,Dhaka",1988,0,0,1,1
"sas garments ltd",551,"75000",NA,108,"0","Double Mooring",22.3207289,91.8138747,"Rashed Building, 1st Floor, Stand Road,Chittagong",1985,0,0,1,1
"sb fashions garments ltd",1123,"30000",NA,125,"0","Sutrapur",23.718178,90.4192117,"1/F, Folder Street,Wari,Dhaka",1992,0,0,0,1
"sb fashions garments",2645,"x",NA,82,"0","Sutrapur",23.718178,90.4192117,"1/F, Folder Street,Wari,Dhaka",1998,0,0,0,1
"sk fashions ltd",2438,"163000",NA,115,"0.5","Savar",23.9163926,90.3144683,"S.S. Inds. Park, Jamgara,DEPZ Road, Ashulia,Savar,Dhaka",1997,0,0,0,1
"srs fashions pvt ltd",1720,"36000",NA,210,"0","Demra",23.7096997,90.4909427,"Sarulia (West Tengra),Demra,Dhaka",1994,0,0,0,1
"saad sewing ltd",1668,"x",NA,185.238576627578,"1","Narayanganj Sadar",23.6227422,90.4667501,"Dharmaganj,Fatullah,Narayanganj",1993,1,0,0,1
"saam business pvt ltd gardiv",1864,"30000",NA,105,"0.5","Motijheel",23.7291095,90.4156526,"8.DIT Avenue(Exte East)5th Fl,Motijheel C/A.,Motijheel,Dhaka",1995,0,0,0,1
"saasco garments ltd",2618,"x",NA,80,"0","Mirpur",23.8066056,90.3606031,"Plot # M-4/4, Road # 7,Section # 7, Pallabi,Mirpur,Dhaka",1998,0,0,0,1
"sababa apparels",3067,"x",NA,185.238576627578,"0","Gazipur Sadar",23.885463,90.4025051,"52, Morium Mansion,Tongi Bazar,Tongi,Gazipur",2000,1,0,0,1
"sacks apparels ltd",2961,"x",NA,101,"0","Uttara",23.8704092,90.4011801,"Dhakhin Khan, Chairman Market,Uttara,Dhaka",1999,0,0,0,1
"sadia apparels ltd",1553,"30000",NA,75,"1","Tejgaon",23.7697211,90.3894941,"House # 79, Block - C,Bir Uttam Ziaur Rahman Sarak,Banani,Dhaka",1993,0,0,0,1
"sagarica textiles ltd gd",873,"18500",NA,98,"0","Pahartali",22.3555016,91.7715351,"Plot # C-30, Block # B,BSCIC State, Sagarica Road,,Pahartali,Chittagong",1991,0,0,1,1
"saima apparel industries ltd",2441,"140000",NA,100,"1","Khulshi",22.3578508,91.8120468,"House # 9, Road # 3,Khulshi R/A,Chittagong",1997,0,0,0,1
"saint garments ltd",509,"42000",NA,139,"0","Double Mooring",22.323439,91.811578,"Jaks Shopping Complex,316, SK. Mojib Road,Agrabad,Chittagong",1986,0,0,1,1
"sajib knitwear and garments ltd",1432,"150000",NA,250,"1","Sonargaon",23.7133326,90.5175125,"Tatki,Tarabo,Rupganj,Narayanganj",1993,0,0,0,1
"sajid apparels ltd",2646,"x",NA,80,"0","Tejgaon Ind. Area",23.7712446,90.4018097,"241, Tejgaon I/A,Tejgaon,Dhaka",1998,0,0,0,1
"sakura garments ltd",896,"80000",NA,160,"1","Motijheel",23.7487499,90.4127345,"98/B D.I.T Road,Malibagh Chowdhury Para,Malibagh,Dhaka",1991,0,0,1,1
"salam apparels ltd",3124,"x","jac,tr,jo",120,"0","Pahartali",22.3555016,91.7715351,"A/3 BSCIC I/A,Sagarica Road,Pahartali,Chittagong",2000,0,0,0,1
"saleha garments ltd",608,"96000",NA,300,"0","Pallabi",23.8178895,90.3642437,"Plot # C/1, Section # 7,Mirpur Housing Estate,Mirpur,Dhaka",1986,0,0,1,1
"salim and brothers ltd",671,"60000",NA,350,"0","Pahartali",22.3555016,91.7715351,"A/3 BSCIC I/A,Sagarica Road,Pahartali,Chittagong",1987,0,0,1,1
"salma fashions wear ltd",3060,"60000",NA,162,"0.5","Mirpur",23.7839574,90.3527917,"96, Darus Salam Road,Mirpur,Dhaka",2000,0,0,0,1
"salman adnan pvt ltd",1776,"108000",NA,167,"0","Sher-e-bangla Nagar",23.7583706,90.3896833,"35 B-1, Indira Road,Farmgate,Dhaka",1992,0,0,0,1
"samaron fashions pvt ltd",1212,"96000",NA,194,"0","Gulshan",23.7947609,90.4009482,"H-82, (5th floor),New Airport Road,Banani,Dhaka",1992,0,0,0,1
"samata prokousali grdv ltd",1422,"42000",NA,130,"0","Kafrul",23.7960183,90.3878561,"Mili Super Market,199, Ibrahimpur,Cantonment,Dhaka",1993,0,0,0,1
"saminaz garments ltd",174,"40000",NA,160,"0","Mirpur",23.8086144,90.3647031,"Plot # 28, Road # 2,Block B, Section # 12,Mirpur,Dhaka",1985,0,0,1,1
"samrana enterprise ltd",1069,"100000",NA,54,"0","Motijheel",23.7293496,90.4175783,"127, Motijheel C/A(3rd floor),Motijheel,Dhaka",1992,0,0,0,1
"sams dresses ltd",1099,"75000",NA,223,"0","Double Mooring",22.3267432,91.8151504,"75, Agrabadh C/A,Hossain Court (3rd Floor),Chittagong",1992,0,0,0,1
"samsons sweaters ltd",1579,"66000",NA,425,"1","Rupganj",23.7222893,90.5080634,"Tarabo,Rupganj,Narayanganj",1993,0,0,0,1
"sanam garments ltd",657,"x",NA,185.238576627578,"0","Kalabagan",23.742739,90.3905428,"167, Motijheel Circular Road,Motijheel,Dhaka",1986,1,0,1,1
"sanchita garments ltd",2678,"x",NA,22,"1","Narayanganj Sadar",23.632895,90.474706,"A-132, BSCIC I/E,Panchabati,Narayanganj",1998,0,0,0,1
"sandiana sweaters ltd",1954,"60000",NA,350,"1","Gazipur Sadar",24.0290157,90.3862468,"Plot # 581/739, Ipsa Gate,Salna,Gazipur",1994,0,0,0,1
"sandwip fashions ltd",1710,"x",NA,250,"1","Tejgaon Ind. Area",23.7712446,90.4018095,"271, Tejgaon I/A,Tejgaon,Dhaka",1994,0,0,0,1
"sandyork knitting ltd",2765,"66000",NA,335,"1","Dhanmondi",23.7392738,90.3753516,"Salek Garden (4th Floor),42/A, Zigatola,Dhanmondi,Dhaka",1998,0,0,0,1
"sanjari toys pvt ltd",1368,"26000",NA,131,"0","Kafrul",23.7942711,90.3878064,"234/1, Kachukhet (1st & 2nd Floor),Cantonment,Dhaka",1993,0,0,0,1
"sanowara garments ltd",563,"50000",NA,187,"0","Bayejid Bostami",22.3828381,91.8280696,"Amam Bazar, Hathazari Road,P.O-Fatehabad,Chittagong",1984,0,0,1,1
"sant martin fashions pvt ltd",1950,"85000",NA,500,"1","Jatrabari",23.7106102,90.4349092,"3395-96, Matuail,Jatrabari,Dhaka",1994,0,0,0,1
"sany industry and business ltd",2404,"40000",NA,125,"0","Savar",23.8127893,90.2573029,"Raj Fulbaria,Savar,Dhaka",1996,0,0,0,1
"sapphire garments ltd",279,"180000",NA,595,"0","Chak Bazar",23.7222385,90.3907513,"18, Orphanage Road,Lalbagh,Dhaka",1985,0,0,1,1
"sarhind garments ltd",1278,"75000",NA,182,"0","Uttara",23.8660225,90.3997859,"London Plaza,Plot # 35, Sector # 3,Uttara,Dhaka",1992,0,0,0,1
"sark knitwear ltd",2625,"52000",NA,99,"0.5","Kalabagan",23.7474171,90.3859819,"37/38, Green Road,Green Road,Dhaka",1998,0,0,0,1
"satorian fashions pvt ltd",1836,"50000",NA,102,"0","Kafrul",23.7959362,90.388307,"C.B-29, Kachukhet Puran Bazar,Cantonment,Dhaka",1994,0,0,0,1
"savar textiles ltd",2148,"366102",NA,275,"1","Singair",23.7661424,90.1893072,"Aicha Noadda,Savar,Dhaka",1995,0,0,0,1
"saz fashions ltd ",2686,"35000",NA,81,"0","Patenga",22.2702558,91.8115038,"Hossain Complex (3rd Floor),1956/A, Airport Road,Halishahar,Chittagong",1998,0,0,0,1
"scissors garments ltd",1312,"40000",NA,180,"0","Biman Bandar",23.8514835,90.4177382,"2638, Dhakhin Khan Road,Gawire,Uttara,Dhaka",1992,0,0,0,1
"sea bird apparels ltd",1218,"25000",NA,125,"0","Sabujbagh",23.7345734,90.4286394,"16 (110/4) Atish Dipankor Road,Central Bashaboo,Bashaboo,Dhaka",1992,0,0,0,1
"sea shore apparels ltd",2215,"50000",NA,210,"0.5","Khulshi",22.3471544,91.8189616,"687, CDA R/A, Road # 20,Agrabad,Chittagong",1995,0,0,0,1
"sea tex ltd ",2720,"25000",NA,116,"1","Patenga",22.2929379,91.7766205,"Plot # 8 & 9,Section # 6,CEPZ,Chittagong",1995,0,0,0,1
"seacotex fabrics ltd",2484,"250000",NA,260,"1","Narayanganj Sadar",23.6993309,90.4938977,"Shanarpar,Siddirganj,Narayanganj",1997,0,0,0,1
"seamens garments ltd",494,"180000",NA,210,"0.5","Dhanmondi",23.7395146,90.3682846,"6/5, Moneswar Road,Zigatola,Dhaka",1985,0,0,1,1
"seaqueen international ltd",2707,"12000",NA,80,"0","Chittagong Port",22.3083042,91.7773068,"Ward # 38, South Middle Halishahar,Baker Ali Fakir`s Tek,Chittagong",1997,0,0,0,1
"searock apparels ltd ",1315,"120000",NA,200,"0","Mirpur",23.7776913,90.3610447,"Khaja Super Market (5th Floor),7, Mirpur Road,Kalyanpur,Dhaka",1992,0,0,0,1
"sears fashions pvt ltd",2633,"40000",NA,190,"0","Panchlaish",22.3692903,91.8206016,"Sk. Farid Market (2nd Floor),86, East Nasirabad,Chittagong",1998,0,0,0,1
"seaways garments ltd",1127,"100000",NA,140,"0.5","Narayanganj Sadar",23.7008277,90.494167,"Sanarper,Siddirgonj,Narayanganj",1992,0,0,0,1
"secotex ltd ",2711,"40000",NA,200,"0","Kadamtali",23.6882723,90.4431618,"Hazi Habibullah Super Market,East Jurain,Jatrabari,Dhaka",1997,0,0,0,1
"seema garments ltd",644,"36000",NA,190,"0","Double Mooring",22.3478952,91.7973436,"201/A, M.N. Plaza,Rampur, Eidgah, DT Road,Chittagong",1986,0,0,1,1
"seha apparels intl ltd",1879,"150000",NA,160,"0","Cantonment",23.8167716,90.4114611,"H-79, Block # C,Int'l Airport Road,Banani,Dhaka",1994,0,0,0,1
"seha international bangladesh ltd",2275,"200000",NA,250,"0","Gazipur Sadar",23.9133268,90.4223881,"Plot # 9, Block - C, Tongi I/A,Himardighi,Tongi,Gazipur",1992,0,0,0,1
"seibu fashions ltd",2509,"438000",NA,100,"1","Bhaluka",24.3015275,90.3865674,"Kasorghar,Valuka,Mymensingh",1997,0,0,0,1
"seo wan bangladesh ltd",1730,"120000",NA,631,"1","Mohammadpur",23.7550153,90.3676452,"Plot # 12, Street # 2, Block - E,Mirpur,Dhaka",1994,0,0,0,1
"sepal garments ltd",632,"60000",NA,130,"0","Tejgaon Ind. Area",23.7713698,90.4117668,"247/248 (West) Tejgaon I/A,Tejgaon,Dhaka",1986,0,0,1,1
"serajsons garments ltd",1301,"720000",NA,200,"0.5","Chittagong Port",22.318119,91.7782267,"2326/D, S & S Inds. Bldg.,Bahadur Shah Colony,Halishahar,Chittagong",1992,0,0,0,1
"setara garments ltd",303,"60000",NA,160,"0","Khilgaon",23.7566389,90.4643906,"287/12-C, Khilgaon,Khilgaon,Dhaka",1984,0,0,1,1
"seven seas garments ltd",463,"100000",NA,152,"0","Mohammadpur",23.750889,90.3630486,"91, Sher-e-Bangla Road,Rayer Bazar,Dhanmondi,Dhaka",1985,0,0,1,1
"shaarat fashions wear ltd",269,"50000",NA,175,"0","Mirpur",23.8091425,90.3630962,"Plot # I/2, Road # 6,Section # 7,Mirpur,Dhaka",1985,0,0,1,1
"shaas garments ltd",3168,"8500","Shirts, Jac, Pants",55,"0","Pallabi",23.8376177,90.3648872,"House # 3, Avenue # 2,Block - 10/C,Mirpur,Dhaka",2000,0,0,0,1
"shadli international ltd",954,"30000",NA,90,"0","Gazipur Sadar",23.9582132,90.3961304,"Degerchala,Gasa,Gazipur",1992,0,0,0,1
"shadman international ltd",1667,"52500",NA,135,"0","Chandgaon",22.3703818,91.8420584,"859, Haque Market (2nd Floor),Chandgaon,Bahaddarhat,Chittagong",1993,0,0,0,1
"shafi processing inds ltd",2504,"300000",NA,180,"1","Gazipur Sadar",23.9999405,90.4202724,"Shahid Rowshan Sarak,Chandana,Joydevpur,Gazipur",1996,0,0,0,1
"shagore garments ltd",57,"40000",NA,270,"0","Uttara",23.8674694,90.3998824,"Amir Complex (8th & 9th Floor),Plot # 43, Sector # 3,Uttara,Dhaka",1985,0,0,1,1
"shah keramat garments ltd",2301,"30000",NA,20,"0","Gazipur Sadar",23.9204587,90.3827962,"Vill: Khartoil,P.O: Sataish,Tongi,Gazipur",1996,0,0,0,1
"shah makhdum garments ltd",679,"60000",NA,182,"0","Rampura",23.7527714,90.4154715,"72/B, Malibagh Chowdhury Para,Dhaka",1987,0,0,1,1
"shah mohsen apparels ltd",2701,"360000",NA,65,"0.5","Double Mooring",22.3447566,91.8012702,"376, DT Road,Kadamtali,Chittagong",1998,0,0,0,1
"shah sharif apparels ltd",3107,"250000",NA,164,"0","Gulshan",23.7918043,90.4081581,"Plot # 12/14, Road # 12,Section # 7,Mirpur,Dhaka",2000,0,0,0,1
"shah sufi apparel and textile",1482,"xx",NA,185.238576627578,"0","Gazipur Sadar",23.9504063,90.380132,"Uttar Khailpur,National University,Board Bazar,Gazipur",1993,1,0,0,1
"shahed tex fashions apparels",2822,"60000",NA,45,"1","Narayanganj Sadar",23.6291182,90.4881859,"North Mashdair,Gabtoli,Narayanganj",1998,0,0,0,1
"shahed texwear pvt ltd",2813,"20000",NA,55,"1","Narayanganj Sadar",23.6282482,90.4906475,"North Mashdair,Narayanganj",1998,0,0,0,1
"shahtex garment industries ltd",53,"36000",NA,108,"0","Tejgaon",23.7559226,90.3909698,"32, Airport Road,51, Kazi Nazrul Islam Avenue,Kawran Bazar,Dhaka",1985,0,0,1,1
"shaindir garments",800,"50000",NA,98,"0","Panchlaish",22.3608208,91.8233007,"255, Nasirabad I/A,Chittagong",1991,0,0,1,1
"shama apparel mfg co",1241,"90000",NA,147,"0","Gulshan",23.781836,90.3989692,"H-79, Block- L, (6th floor),New Airport Road,Chairman Bari,Banani,Dhaka",1992,0,0,0,1
"shamoli garments ltd",641,"300000",NA,450,"1","Adabor",23.7737406,90.3609344,"13/1, Ring Road,Shamoli,Dhaka",1986,0,0,1,1
"shamrock knitwear ltd",1701,"40000",NA,210,"1","Kafrul",23.7933313,90.3879691,"273, Kachukhet,Mirpur Road,Dhaka",1994,0,0,0,1
"shamroz garments pvt ltd",1609,"105000",NA,165,"0.5","Chandgaon",22.3951524,91.8824544,"Plot # 41-42 & 56-57, Road # 1,BSCIC I/A,Kalurghat,Chittagong",1993,0,0,0,1
"shams d apparels ltd",1242,"32000",NA,184,"0","Kotwali",22.3289607,91.8336181,"154, Kabi Nazrul Islam Road (4th Floor),Sadarghat,Chittagong",1992,0,0,0,1
"shams d wears ltd ",2685,"22000",NA,96,"0","Kotwali",22.3289607,91.8336181,"154, Kabi Nazrul Islam Road (5th Fl),Sadarghat,Chittagong",1998,0,0,0,1
"shamsher apparels ltd",3022,"x",NA,185.238576627578,"0.5","Gulshan",23.7809167,90.4168006,"14, South C/A (5th Floor),Gulshan-1,Dhaka",1999,1,0,0,1
"shamsul alamin fabrics ltd",3023,"200000",NA,140,"1","Kaliakair",24.0694528,90.2221213,"Uttar Baktiarpur,Kaliakoir,Gazipur",1999,0,0,0,1
"shan knitting and processing ltd",3197,"540000",NA,150,"1","Narayanganj Sadar",23.6841168,90.5154869,"Adamjee Road,Godnail,Narayanganj",2000,0,0,0,1
"shanghai apparel ltd",1722,"35000",NA,230,"0","Mirpur",23.7945035,90.3520465,"191/1 South Bishil, Shamser Super Market,(3rd floor), Section # 1,Mirpur,Dhaka",1993,0,0,0,1
"shanghai fashions ltd",2320,"45000",NA,260,"0","Mirpur",23.7945035,90.3520465,"Shamser Super Market (4th Floor),191/1, South Bishil, Sec # 1,Mirpur,Dhaka",1995,0,0,0,1
"shanta apparel ltd",1607,"67000",NA,223,"0","Gulshan",23.7937673,90.4147309,"31, Gulshan Avenue,Circle # 1,Gulshan,Dhaka",1994,0,0,0,1
"shanta garments intl ltd",493,"25000",NA,80,"0","Rampura",23.7527714,90.4154715,"72/B, Malibag Chowdhury Para,Malibagh,Dhaka",1985,0,0,1,1
"shanta garments ltd",176,"78000",NA,254,"0","Gulshan",23.7937673,90.4147309,"31, Gulshan Avenue (Ground - 9th fl),Circle # 1,Gulshan,Dhaka",1985,0,0,1,1
"shanta industries ltd",2745,"115000",NA,381,"0","Savar",23.9473238,90.2817309,"SFB-5, Kanakbari,DEPZ,Savar,Dhaka",1998,0,0,0,1
"shapla garments ltd",11,"48000",NA,178,"0","Gulshan",23.7793652,90.404516,"103, Mohakhali C/A,Mohakhali,Dhaka",1985,0,0,1,1
"sharaka industries ltd",392,"75000",NA,200,"0","Kafrul",23.8020033,90.372988,"16, Senpara Parabata,Anower Mansion,Mirpur,Dhaka",1985,0,0,1,1
"sharoj apparels ltd",2641,"60000",NA,197,"0","Pallabi",23.8223486,90.3654204,"Plot # M-4/2, Section # 14,Mirpur,Dhaka",1998,0,0,0,1
"sharoj garments ltd",3000,"50000",NA,156,"0","Pallabi",23.8223486,90.3654204,"Sharoj Tower, Plot # M-4/2,Section # 14,Mirpur,Dhaka",1999,0,0,0,1
"sharp fashions ltd",1327,"48000",NA,90,"0","Sher-e-bangla Nagar",23.7807183,90.3693678,"142, West Kafrul,Agargaon,Dhaka",1992,0,0,0,1
"sharpe knitting and dyeing ltd",2797,"x",NA,246,"0","Gazipur Sadar",23.9028244,90.4040473,"123, Pagar,Tongi,Gazipur",1998,0,0,0,1
"shasha garments ltd",1105,"140000",NA,215,"0","Savar",23.9563608,90.2831353,"Hashem Plaza (4th Floor),Ganak Bari,Savar,Dhaka",1992,0,0,0,1
"shathi fashions apparels",1723,"300000",NA,120,"1","Gazipur Sadar",23.9937669,90.2551098,"Plot # 90, Domna,Zirani Bazar,Gazipur",1994,0,0,0,1
"shatil garments pvt ltd",1635,"42000",NA,126,"0","Khilgaon",23.7456528,90.4353762,"109, South Goran,Goran,Khilgaon,Dhaka",1993,0,0,0,1
"shatusa and co ltd gmt div",1285,"120000",NA,171,"0","Tejgaon Ind. Area",23.7709072,90.4041604,"225, Tejgoan I/A,Tejgaon,Dhaka",1992,0,0,0,1
"shawn associate ltd",1514,"20000",NA,150,"0","Uttara",23.8736187,90.4001127,"103, Dhaka Mymenshing Road,Section # 7,Uttara,Dhaka",1993,0,0,0,1
"shet land fabrics ltd",3103,"60000","ts,panties,boxers",24,"1","Pahartali",22.3625361,91.7842405,"656, Nesaria Madrasha Road,Abdul Ali Nagar,North Pahartoli,Chittagong",2000,0,0,0,1
"shezads ltd",1724,"40000",NA,440,"1","Kaliakair",24.0237631,90.3049135,"Telirchala, Mouchak,Kaliakoir,Gazipur",1994,0,0,0,1
"shinest apparels",3143,"10000",NA,185.238576627578,"0","Hazaribagh",23.7271117,90.3728309,"217/1, Beribadh,Mohammadpur,Dhaka",2000,1,0,0,1
"shinest garments ltd",1450,"90000",NA,80,"0","Mohammadpur",23.7628804,90.3591633,"16-A/3, Ring Road,Mohammadpur,Dhaka",1993,0,0,0,1
"shireen apparels ltd",2877,"20000",NA,80,"0","Demra",23.711933,90.4903524,"Sarulia,Demra,Dhaka",1999,0,0,0,1
"shirin apparels ltd",2916,"60000",NA,100,"0","Adabor",23.7734634,90.3608486,"1/1, Ring Road,Shamoli,Dhaka",1999,0,0,0,1
"shirt makers ltd",1018,"200000",NA,376,"0","Chandgaon",22.3951524,91.8824544,"Kaptai Raster Matha,Kalurghat I/A,Chandgaon,Chittagong",1992,0,0,0,1
"shirts mine ltd",3116,"720000",NA,160,"0","Kafrul",23.7962983,90.3874858,"Kafrul Tower,234/8 Kachukhet,Cantonment,Dhaka",2000,0,0,0,1
"shishir apparels ltd",1201,"100000",NA,275,"0.5","Kafrul",23.7680716,90.3829807,"779/780, (New) Shewrapara,Begum Rokeya Sarani,Mirpur,Dhaka",1992,0,0,0,1
"shohag knitting ltd",1571,"60000",NA,88,"0","Gazipur Sadar",23.9978139,90.367774,"Etahata,Gazipur Sadar,Gazipur",1993,0,0,0,1
"shomahar sweaters ltd",1582,"43200",NA,345,"1","Tejgaon Ind. Area",23.7712447,90.4018091,"317/A, Tejgaon I/A,Tejgaon,Dhaka",1993,0,0,0,1
"shoronika garments ltd",36,"60000",NA,160,"0","Mohammadpur",23.7551885,90.3762128,"Mohammadia Super Market,4, Sobhanbagh,Mirpur Road,Dhaka",1985,0,0,1,1
"shucharu garments ltd",741,"48000",NA,100,"1","Kotwali",22.3433811,91.8371901,"29, Anderkilla Supper Market,(3rd Floor),Chittagong",1990,0,0,1,1
"shyms fashions ltd",964,"36000",NA,370,"0","Khulshi",22.3666825,91.8223753,"83, Nasirabad I/A,Baizid Bostami Road,Chittagong",1992,0,0,0,1
"siams superior ltd",335,"225000",NA,575,"0","Patenga",22.2929379,91.7766205,"Plot # 6 - 8, Sector # 1,CEPZ,Chittagong",1984,0,0,1,1
"sicily garments ltd",2667,"x",NA,70,"0","Sabujbagh",23.7442005,90.4403711,"54/8, West Madartek,Jatrabari,Dhaka",1998,0,0,0,1
"sidko apparels ltd",2512,"36000",NA,82,"0","Gulshan",23.7938154,90.4141297,"Plot # 36, Road # 46,Gulshan North C/A,Gulshan,Dhaka",1997,0,0,0,1
"sidma fashions pvt ltd",2556,"50000",NA,142,"0","Double Mooring",22.3345189,91.8202197,"Jan Super Market (3rd Floor),524, D.T. Road,Kotawali,Chittagong",1997,0,0,0,1
"sikam outwear ltd",2147,"22000",NA,100,"1","Tejgaon Ind. Area",23.7704102,90.4073114,"122, Tegaon I/A,Tejgaon,Dhaka",1995,0,0,0,1
"sikder apparel hosiery ltd",1591,"115000",NA,460,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1993,0,0,0,1
"sikder apparel ltd",787,"115000",NA,98,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1990,0,0,1,1
"sikder creation ltd",2362,"115000",NA,89,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1996,0,0,0,1
"sikder fashions wear ltd",2876,"140000",NA,116,"1","Rupganj",23.7371018,90.5269639,"342/343, Khadun,Tarabo,Rupganj,Narayanganj",1998,0,0,0,1
"silex textile ltd",2953,"65000",NA,121,"0.5","Double Mooring",22.323439,91.811578,"122/C, Sk. Mujib Road,Agrabad,Chittagong",1999,0,0,0,1
"silk way fashions ltd",2677,"50000",NA,90,"0","Pahartali",22.356851,91.7831819,"14, Boxirhat (Musa Brothes),Hajee S. Ullah Showdagari,Chittagong",1997,0,0,0,1
"silverene apparels ltd",2227,"35000",NA,110,"0.5","Pahartali",22.3512497,91.7942812,"1372, D.T. Road,Dhaniala Para,Chittagong",1995,0,0,0,1
"simco bangladesh ltd",543,"144000",NA,230,"0","Uttara",23.8680559,90.4001427,"43, Chalabon,Azampur,Uttara,Dhaka",1985,0,0,1,1
"simco dresses ltd",2972,"x",NA,185.238576627578,"0","Uttara",23.8680559,90.4001427,"43, Cholabon,Azimpur,Uttara,Dhaka",1999,1,0,0,1
"sincere garments ltd",442,"70000",NA,245,"0.5","Ramna",23.7493571,90.4089838,"62, Siddeshwari Circular Road,Mogbazar,Dhaka",1985,0,0,1,1
"sincere knitwears ltd",2999,"x",NA,36,"1","Narayanganj Sadar",23.6237764,90.5000404,"41, B. Das Road,Narayanganj",1999,0,0,0,1
"sinha apparels ltd",806,"36000",NA,52,"0.5","Mirpur",23.7966541,90.3536412,"Plot # 4, Darus Salam Road,Section # 1,Mirpur,Dhaka",1991,0,0,1,1
"sinha fabrics ltd",2525,"x",NA,234,"1","Badda",23.8153616,90.4206646,"96/1/D, Pragati Sarani,Joarshahara, Kuril,Dhaka",1997,0,0,0,1
"sinha fashions ltd",1526,"150000",NA,435,"0.5","Savar",23.9003712,90.3272255,"Norsinghapur,Yarpur Union, Ashulia,Savar,Dhaka",1993,0,0,0,1
"sinha wool wears ltd",2493,"x",NA,238,"1","Badda",23.8153616,90.4206646,"96/1/D, Pragati Sarani,Joarshahara, Kuril,Dhaka",1997,0,0,0,1
"siraj garments ltd",3135,"x",NA,100,"0","Kafrul",23.8016692,90.3737507,"Plot # 11, Road # 8,Senpara Parbata, Section # 10,Mirpur,Dhaka",2000,0,0,0,1
"sisters apparel ltd",1759,"80000",NA,135,"0","Darus Salam",23.7933229,90.3489601,"198/199, Mazar Road,2nd Colony,Mirpur,Dhaka",1994,0,0,0,1
"six-h garments ltd",2116,"128400",NA,85,"1","Gazipur Sadar",23.9010413,90.4088223,"Sena Kalayan Commercial Complex (5th Fl),Plot # 9, Block-F,Tongi,Gazipur",1995,0,0,0,1
"sk sweaters ltd",2681,"45000",NA,292,"1","Sreepur",24.1996574,90.4809098,"Beraider Chola,Sreepur,Gazipur",1998,0,0,0,1
"sks garments ltd",483,"100000",NA,150,"0","Motijheel",23.7301626,90.4156869,"29, Toynbee Circular Road,Motijheel C/A,Motijheel,Dhaka",1985,0,0,1,1
"sky diver fashions ltd",2867,"x",NA,38,"0","Panchlaish",22.3808227,91.8304946,"133/2, Gazi Shah Lane,Chatteswary Road,Chittagong",1999,0,0,0,1
"skyhawk apparels ltd",1308,"54000",NA,138,"0","Shah Ali",23.8015639,90.3489496,"21,22,24, Mazar Sharif Road,Sharafat Bhaban, Section # 1,Mirpur,Dhaka",1992,0,0,0,1
"skyline casual apparels ltd",2733,"50000",NA,116,"0","Savar",23.932711,90.2634519,"Palashbari,Ashulia,Savar,Dhaka",1998,0,0,0,1
"skyline garments ltd",1032,"100000",NA,210,"0","Savar",23.932711,90.2634519,"Palashban,Ashulia,Savar,Dhaka",1992,0,0,0,1
"sma bags ltd ",2376,"75000",NA,132,"0","Savar",23.798635,90.2680347,"37, Hemayetpur,Savar,Dhaka",1996,0,0,0,1
"smart dress ltd",860,"30000",NA,200,"1","Gazipur Sadar",23.9144896,90.3913172,"239, Auchpara,Tongi,Gazipur",1991,0,0,1,1
"smart fashions international ltd",59,"55000",NA,360,"1","Gazipur Sadar",23.9144896,90.3913172,"239, Auch Para,Tongi,Gazipur",1985,0,0,1,1
"smee apparels ltd",3009,"600000","ki",50,"0","Pallabi",23.813094,90.3616645,"Inds. Plot # 19, Road # 4,Section # 7, Pallabi,Mirpur,Dhaka",1999,0,0,0,1
